record_id,pmid,doi,title,year,title_abstract_decision,title_abstract_reason,full_text_status,full_text_decision,full_text_exclusion_reason,study_id,study_design,key_outcomes,notes
203,12620283,10.1016/s0197-0186(02)00214-0,Combined effect of dopamine and MPP+ on membrane permeability in mitochondria and cell viability in PC12 cells.,2003,exclude,NAC studied for non-cosmetic indication (toxicology/infection/neuro),,,,,,,NAC studied for non-cosmetic indication (toxicology/infection/neuro)
204,12713590,10.1046/j.1523-1747.2003.12122.x,Topical N-acetyl cysteine and genistein prevent ultraviolet-light-induced signaling that leads to photoaging in human skin in vivo.,2003,include,NAC + skin pigmentation/aging relevant,retrieved,include,,,,,
205,12745244,10.1016/s1011-1344(03)00051-4,Photoprotective properties of a hydrophilic extract of the fern Polypodium leucotomos on human skin cells.,2003,exclude,Study of other intervention/pathway; N-acetylcysteine not the intervention,,,,,,,Study of other intervention/pathway; N-acetylcysteine not the intervention
206,12537526,10.1667/0033-7587(2003)159[0210:pbaaur]2.0.co;2,Photoprotection by antioxidants against UVB-radiation-induced damage in pig skin organ culture.,2003,include,NAC + skin pigmentation/aging relevant,retrieved,include,,,,,
207,12472496,10.1046/j.1524-4725.2002.02097.x,Cosmetic color improvement of the nipple-areola complex by optimal use of tretinoin and hydroquinone.,2002,exclude,"NAC = nipple-areola complex, not N-acetylcysteine",,,,,,,"NAC = nipple-areola complex, not N-acetylcysteine"
208,12417263,10.1016/s0006-2952(02)01353-9,Cytotoxicity of dopamine-derived tetrahydroisoquinolines on melanoma cells.,2002,exclude,NAC studied for non-cosmetic indication (toxicology/infection/neuro),,,,,,,NAC studied for non-cosmetic indication (toxicology/infection/neuro)
209,12172297,10.1097/00008506-200207000-00010,Toxic epidermal necrolysis after phenytoin usage in a brain trauma patient.,2002,exclude,NAC studied for non-cosmetic indication (toxicology/infection/neuro),,,,,,,NAC studied for non-cosmetic indication (toxicology/infection/neuro)
210,11764282,10.1046/j.0022-202x.2001.00002.x,"The effect of thioredoxin on the expression of proopiomelanocortin-derived peptides, the melanocortin 1 receptor and cell survival of normal human keratinocytes.",2001,exclude,Study of other intervention/pathway; N-acetylcysteine not the intervention,,,,,,,Study of other intervention/pathway; N-acetylcysteine not the intervention
211,11534762,10.1007/BF02975097,"Kojic acid, a potential inhibitor of NF-kappaB activation in transfectant human HaCaT and SCC-13 cells.",2001,exclude,Study of other intervention/pathway; N-acetylcysteine not the intervention,,,,,,,Study of other intervention/pathway; N-acetylcysteine not the intervention
212,11310789,10.1034/j.1600-0749.2001.140205.x,Possible involvement of ERK 1/2 in UVA-induced melanogenesis in cultured normal human epidermal melanocytes.,2001,exclude,Study of other intervention/pathway; N-acetylcysteine not the intervention,,,,,,,Study of other intervention/pathway; N-acetylcysteine not the intervention
213,11259497,10.1046/j.1471-4159.2001.00190.x,Evidence for non-oxidative dopamine cytotoxicity: potent activation of NF-kappa B and lack of protection by anti-oxidants.,2001,exclude,Study of other intervention/pathway; N-acetylcysteine not the intervention,,,,,,,Study of other intervention/pathway; N-acetylcysteine not the intervention
214,11974970,,[Enhancement of endogenous antioxidant defenses: a promising strategy for prevention of skin cancers].,2001,exclude,Study of other intervention/pathway; N-acetylcysteine not the intervention,,,,,,,Study of other intervention/pathway; N-acetylcysteine not the intervention
215,11137712,10.1016/s0006-2952(00)00524-4,"Toxic effects of apomorphine on rat cultured neurons and glial C6 cells, and protection with antioxidants.",2001,exclude,Study of other intervention/pathway; N-acetylcysteine not the intervention,,,,,,,Study of other intervention/pathway; N-acetylcysteine not the intervention
216,9800381,10.1016/s1011-1344(98)00148-1,The mechanism of N-acetylcysteine photoprotection is not related to dipyrimidine photoproducts.,1998,include,NAC + skin pigmentation/aging relevant,retrieved,include,,,,,
217,9648531,,Protection against UV-induced reactive intermediates in human cells and mouse skin by glutathione precursors: a comparison of N-acetylcysteine and glutathione ethylester.,1998,include,NAC + skin pigmentation/aging relevant,retrieved,include,,,,,
218,9383989,10.1111/j.1751-1097.1997.tb03204.x,Cysteine derivatives protect against UV-induced reactive intermediates in human keratinocytes: the role of glutathione synthesis.,1997,include,NAC + skin pigmentation/aging relevant,retrieved,include,,,,,
219,9220453,10.1016/s0197-0186(96)00150-7,Dopamine-melanin induces apoptosis in PC12 cells; possible implications for the etiology of Parkinson's disease.,1997,exclude,Study of other intervention/pathway; N-acetylcysteine not the intervention,,,,,,,Study of other intervention/pathway; N-acetylcysteine not the intervention
220,8797665,10.1006/exnr.1996.0136,Prevention of dopamine-induced cell death by thiol antioxidants: possible implications for treatment of Parkinson's disease.,1996,exclude,Study of other intervention/pathway; N-acetylcysteine not the intervention,,,,,,,Study of other intervention/pathway; N-acetylcysteine not the intervention
221,7738358,10.1111/1523-1747.ep12606994,Glutathione plays a key role in the depigmenting and melanocytotoxic action of N-acetyl-4-S-cysteaminylphenol in black and yellow hair follicles.,1995,exclude,Study of other intervention/pathway; N-acetylcysteine not the intervention,,,,,,,Study of other intervention/pathway; N-acetylcysteine not the intervention
222,1928874,10.1016/s0196-0644(05)81352-6,Acetaminophen overdose: a 48-hour intravenous N-acetylcysteine treatment protocol.,1991,exclude,NAC studied for non-cosmetic indication (toxicology/infection/neuro),,,,,,,NAC studied for non-cosmetic indication (toxicology/infection/neuro)
223,1899328,10.1016/0003-9861(91)90324-c,"alpha,beta-Dehydro-3,4-dihydroxyphenylalanine derivatives: rate and mechanism of formation.",1991,exclude,Study of other intervention/pathway; N-acetylcysteine not the intervention,,,,,,,Study of other intervention/pathway; N-acetylcysteine not the intervention
224,3396787,10.1016/0272-0590(88)90186-8,Pharmacological studies on the in vivo cataractogenicity of acetaminophen in mice and rabbits.,1988,exclude,NAC studied for non-cosmetic indication (toxicology/infection/neuro),,,,,,,NAC studied for non-cosmetic indication (toxicology/infection/neuro)
225,32644407,,Nipple-Areolar Complex Reconstruction.,2026,exclude,"NAC = nipple-areola complex, not N-acetylcysteine",,,,,,,"NAC = nipple-areola complex, not N-acetylcysteine"
